adm_cd,adm_nm
31042691,인덕원동
31051511,심곡1동
31051521,심곡2동
31051531,심곡3동
31051541,원미2동
31051551,소사동
31051561,원미1동
31051571,역곡1동
31051581,역곡2동
31051591,춘의동
31051601,도당동
31051611,중동
31051621,상동
31051631,약대동
31051641,중1동
31051651,중2동
31051661,중3동
31051671,중4동
31051681,상1동
31051691,상2동
31051701,상3동
31052511,심곡본1동
31052521,심곡본동
31052531,송내1동
31052541,송내2동
31052551,소사본동
31052561,소사본1동
31052571,범박동
31052581,옥길동
31052591,괴안동
31052601,역곡3동
31053511,성곡동
31053521,고강본동
31053531,고강1동
31053541,원종1동
31053551,원종2동
31053561,오정동
31053571,신흥동
31060510,광명1동
31060520,광명2동
31060530,광명3동
31060540,광명4동
31060550,광명5동
31060560,광명6동
31060570,광명7동
31060580,철산1동
31060590,철산2동
31060600,철산3동
31060610,철산4동
31060620,하안1동
31060630,하안2동
31060640,하안3동
31060650,하안4동
31060660,소하1동
31060680,학온동
31060690,소하2동
31060700,일직동
31070110,팽성읍
31070120,안중읍
31070130,포승읍
31070140,청북읍
31070310,진위면
31070320,서탄면
31070330,고덕면
31070340,오성면
31070370,현덕면
31070510,중앙동
31070520,서정동
31070530,송탄동
31070550,지산동
31070560,송북동
31070570,신장1동
31070580,신장2동
31070590,신평동
31070600,원평동
31070610,통복동
31070640,세교동
31070650,비전2동
31070660,용이동
31070670,비전1동
31070680,동삭동
31070690,고덕동
31080510,생연1동
31080520,생연2동
31080530,중앙동
31080550,보산동
31080560,불현동
31080580,소요동
31080600,상패동
31080610,송내동
31091510,일동
31091540,본오1동
31091550,본오2동
31091560,본오3동
31091570,부곡동
31091580,월피동
31091620,성포동
31091710,반월동
31091730,안산동
31091740,이동
31091760,사동
31091770,사이동
31091780,해양동
31092590,와동
31092660,초지동
31092680,선부1동
31092690,선부2동
31092700,선부3동
31092720,대부동
31092730,호수동
31092740,고잔동
31092750,중앙동
31092760,원곡동
31092770,신길동
31092780,백운동
31101510,주교동
31101511,흥도동
31101512,삼송1동
31101513,삼송2동
31101514,행신3동
31101515,행신4동
31101520,원신동
31101540,성사1동
31101550,성사2동
31101560,효자동
31101580,창릉동
31101590,고양동
31101600,관산동
31101610,능곡동
31101620,화정1동
31101630,화정2동
31101640,행주동
31101650,행신1동
31101660,행신2동
31101670,화전동
31101680,대덕동
31103510,식사동
31103511,중산1동
31103512,중산2동
31103530,정발산동
31103540,풍산동
31103550,백석1동
31103560,마두1동
31103570,마두2동
31103580,장항1동
31103590,장항2동
31103600,고봉동
31103610,백석2동
31104510,일산1동
31104511,탄현1동
31104512,탄현2동
31104513,덕이동
31104514,가좌동
31104520,일산2동
31104530,일산3동
31104550,주엽1동
31104560,주엽2동
31104570,대화동
31104580,송포동
31110510,중앙동
31110521,갈현동
31110522,원문동
31110530,별양동
31110540,부림동
31110550,과천동
31110560,문원동
31120510,갈매동
31120520,동구동
31120530,인창동
31120540,교문1동
31120550,교문2동
31120560,수택1동
31120570,수택2동
31120580,수택3동
31130110,와부읍
31130111,화도읍
31130120,진접읍
31130140,진건읍
31130150,오남읍
31130160,퇴계원읍
31130310,별내면
31130340,수동면
31130350,조안면
31130510,호평동
31130520,평내동
31130530,금곡동
31130540,양정동
31130570,별내동
31130580,다산1동
31130590,다산2동
31140510,중앙동
31140530,남촌동
31140550,세마동
31140560,초평동
31140571,신장1동
31140572,신장2동
31140581,대원1동
31140582,대원2동
31150510,대야동
31150520,신천동
31150530,신현동
31150540,은행동
31150550,매화동
31150560,목감동
31150590,과림동
31150611,정왕2동
31150620,정왕3동
31150640,정왕본동
31150650,정왕1동
31150670,능곡동
31150680,군자동
31150690,월곶동
31150700,연성동
31150710,장곡동
31150720,정왕4동
31150740,배곧1동
31150750,배곧2동
31150760,거북섬동
31160510,군포1동
31160520,군포2동
31160540,산본1동
31160550,산본2동
31160560,금정동
31160570,재궁동
31160580,오금동
31160590,수리동
31160600,궁내동
31160610,광정동
31160630,대야동
31160640,송부동
31170510,고천동
31170520,부곡동
31170530,오전동
31170540,내손1동
31170550,내손2동
31170560,청계동
31180510,천현동
31180520,신장1동
31180530,신장2동
31180540,덕풍1동
31180550,덕풍2동
31180560,덕풍3동
31180590,춘궁동
31180600,초이동
31180611,미사3동
31180620,미사1동
31180630,미사2동
31180650,위례동
31180660,감북동
31180670,감일동
31191110,포곡읍
31191120,모현읍
31191130,이동읍
31191140,남사읍
31191340,원삼면
31191350,백암면
31191360,양지면
31191510,중앙동
31191530,유림동
31191540,동부동
31191550,역북동
31191560,삼가동
31192520,구갈동
31192540,기흥동
31192550,서농동
31192560,구성동
31192570,마북동
31192590,보정동
31192600,상하동
31192610,신갈동
31192630,영덕1동
31192640,영덕2동
31192650,상갈동
31192660,보라동
31192670,동백1동
31192680,동백2동
31192690,동백3동
31193510,풍덕천1동
31193520,풍덕천2동
31193530,신봉동
31193550,죽전2동
31193560,동천동
31193580,상현2동
31193590,성복동
31193600,죽전1동
31193610,죽전3동
31193620,상현1동
31193630,상현3동
31200110,문산읍
31200120,파주읍
31200130,법원읍
31200150,조리읍
31200310,월롱면
31200320,탄현면
31200350,광탄면
31200360,파평면
31200370,적성면
31200390,장단면
31200511,교하동
31200512,운정1동
31200513,운정3동
31200514,운정4동
31200515,운정5동
31200516,운정6동
31200520,금촌2동
31200530,금촌1동
31200540,금촌3동
31200570,운정2동
31210110,장호원읍
31210120,부발읍
31210310,신둔면
31210320,백사면
31210330,호법면
31210340,마장면
31210350,대월면
31210360,모가면
31210370,설성면
31210380,율면
31210510,창전동
31210520,중리동
31210530,관고동
31210540,증포동
31220110,공도읍
31220310,보개면
31220320,금광면
31220330,서운면
31220340,미양면
31220350,대덕면
31220360,양성면
31220380,원곡면
31220390,일죽면
31220400,죽산면
31220410,삼죽면
31220420,고삼면
31220510,안성1동
31220520,안성2동
31220530,안성3동
31230110,통진읍
31230120,고촌읍
31230130,양촌읍
31230340,대곶면
31230350,월곶면
31230360,하성면
31230530,사우동
31230540,풍무동
31230560,장기동
31230600,운양동
31230610,김포본동
31230620,장기본동
31230630,구래동
31230640,마산동
31240120,봉담읍
31240130,우정읍
31240140,향남읍
31240150,남양읍
31240310,매송면
31240330,비봉면
31240350,마도면
31240360,송산면
31240370,서신면
31240380,팔탄면
31240390,장안면
31240420,양감면
31240430,정남면
31240520,진안동
31240530,병점1동
31240540,병점2동
31240550,반월동
31240560,기배동
31240570,화산동
31240600,동탄2동
31240610,동탄1동
31240620,동탄3동
31240640,동탄4동
31240650,동탄5동
31240670,새솔동
31240691,동탄7동
31240700,동탄6동
31240710,동탄8동
31240720,동탄9동
31250120,초월읍
31250140,곤지암읍
31250340,도척면
31250350,퇴촌면
31250360,남종면
31250380,남한산성면
31250511,오포1동
31250512,오포2동
31250513,신현동
31250514,능평동
31250540,경안동
31250550,송정동
31250560,쌍령동
31250570,탄벌동
31250580,광남1동
31250590,광남2동
31260110,백석읍
31260310,은현면
31260320,남면
31260330,광적면
31260340,장흥면
31260510,양주1동
31260520,양주2동
31260530,회천1동
31260540,회천2동
31260550,회천3동
31260561,옥정1동
31260571,옥정2동
31270110,소흘읍
31270310,군내면
31270320,내촌면
31270330,가산면
31270340,신북면
31270350,창수면
31270360,영중면
31270370,일동면
31270380,이동면
31270390,영북면
31270400,관인면
31270410,화현면
31270510,포천동
31270520,선단동
31280110,가남읍
31280310,점동면
31280330,흥천면
31280340,금사면
31280350,산북면
31280360,대신면
31280370,북내면
31280380,강천면
31280390,세종대왕면
31280510,여흥동
31280520,중앙동
31280530,오학동
31550110,연천읍
31550120,전곡읍
31550310,군남면
31550320,청산면
31550330,백학면
31550340,미산면
31550350,왕징면
31550360,신서면
31550370,중면
31550380,장남면
31570110,가평읍
31570310,설악면
31570320,청평면
31570330,상면
31570350,북면
31570360,조종면
31580110,양평읍
31580310,강상면
31580320,강하면
31580330,양서면
31580340,옥천면
31580350,서종면
31580360,단월면
31580370,청운면
31580380,양동면
31580390,지평면
31580400,용문면
31580410,개군면
32010110,신북읍
32010310,동면
32010320,동산면
32010330,신동면
32010340,동내면
32010350,남면
32010360,남산면
32010370,서면
32010380,사북면
32010390,북산면
32010520,교동
32010530,조운동
32010540,약사명동
32010570,근화동
32010580,소양동
32010600,후평1동
32010610,후평2동
32010620,후평3동
32010630,효자1동
32010640,효자2동
32010650,효자3동
32010660,석사동
32010670,퇴계동
32010680,강남동
32010710,신사우동
32020110,문막읍
32020310,소초면
32020320,호저면
32020330,지정면
32020340,부론면
32020350,귀래면
32020360,흥업면
32020370,판부면
32020380,신림면
32020510,중앙동
32020520,원인동
32020530,개운동
32020540,명륜1동
32020550,명륜2동
32020560,단구동
32020570,일산동
32020580,학성동
32020600,단계동
32020610,우산동
32020620,태장1동
32020630,태장2동
32020640,봉산동
32020660,행구동
32020670,무실동
32020680,반곡관설동
32030110,주문진읍
32030310,성산면
32030320,왕산면
32030330,구정면
32030340,강동면
32030350,옥계면
32030360,사천면
32030370,연곡면
32030510,홍제동
32030520,중앙동
32030540,옥천동
32030550,교1동
32030560,교2동
32030570,포남1동
32030580,포남2동
32030590,초당동
32030600,송정동
32030610,내곡동
32030620,강남동
32030650,성덕동
32030670,경포동
32040510,천곡동
32040520,송정동
32040530,북삼동
32040540,부곡동
32040550,동호동
32040570,발한동
32040590,묵호동
32040600,북평동
32040630,망상동
32040650,삼화동
32050510,황지동
32050520,황연동
32050530,삼수동
32050540,상장동
32050550,구문소동
32050560,장성동
32050580,철암동
32050620,문곡소도동
32060510,영랑동
32060520,동명동
32060540,금호동
32060560,교동
32060570,노학동
32060580,조양동
32060590,청호동
32060600,대포동
32070110,도계읍
32070120,원덕읍
32070310,근덕면
32070320,하장면
32070330,노곡면
32070340,미로면
32070350,가곡면
32070360,신기면
32070510,남양동
32070520,성내동
32070530,교동
32070540,정라동
32510110,홍천읍
32510310,화촌면
32510320,두촌면
32510330,내촌면
32510340,서석면
32510360,남면
32510370,서면
32510380,북방면
32510390,내면
32510400,영귀미면
32520110,횡성읍
32520310,우천면
32520320,안흥면
32520330,둔내면
32520340,갑천면
32520350,청일면
32520360,공근면
32520370,서원면
32520380,강림면
32530110,영월읍
32530120,상동읍
32530330,북면
32530340,남면
32530360,주천면
32530380,김삿갓면
32530390,한반도면
32530400,무릉도원면
32530410,산솔면
32540110,평창읍
32540310,미탄면
32540320,방림면
32540330,대화면
32540340,봉평면
32540350,용평면
32540360,진부면
32540370,대관령면
32550110,정선읍
32550120,고한읍
32550130,사북읍
32550140,신동읍
32550320,남면
32550340,북평면
32550350,임계면
32550360,화암면
32550370,여량면
32560110,철원읍
32560120,김화읍
32560130,갈말읍
32560140,동송읍
32560210,근북면
32560260,근동면
32560270,원동면
32560280,원남면
32560290,임남면
32560310,서면
32560320,근남면
32570110,화천읍
32570310,간동면
32570320,하남면
32570330,상서면
32570340,사내면
32580110,양구읍
32580320,동면
32580330,방산면
32580340,해안면
32580350,국토정중앙면
32590110,인제읍
32590310,남면
32590320,북면
32590330,기린면
32590340,서화면
32590350,상남면
32600110,간성읍
32600120,거진읍
32600260,수동면
32600310,현내면
32600320,죽왕면
32600330,토성면
32610110,양양읍
32610310,서면
32610320,손양면
32610330,현북면
32610340,현남면
32610350,강현면
33020110,주덕읍
33020310,살미면
33020320,수안보면
33020340,신니면
33020350,노은면
33020360,앙성면
33020380,금가면
33020390,동량면
33020400,산척면
33020410,엄정면
33020420,소태면
33020430,대소원면
33020440,중앙탑면
33020510,성내·충인동
33020530,교현·안림동
33020540,교현2동
33020550,용산동
33020560,지현동
33020570,문화동
33020580,호암·직동
33020600,달천동
33020610,봉방동
33020620,칠금·금릉동
33020630,연수동
33020640,목행·용탄동
33030110,봉양읍
33030310,금성면
33030320,청풍면
33030330,수산면
33030340,덕산면
33030350,한수면
33030360,백운면
33030370,송학면
33030510,교동
33030560,용두동
33030590,청전동
33030600,화산동
33030700,남현동
33030710,영서동
33030720,신백동
33030730,의림지동
33030740,중앙동
33041310,낭성면
33041320,미원면
33041330,가덕면
33041340,남일면
33041350,문의면
33041510,중앙동
33041520,성안동
33041530,탑·대성동
33041540,영운동
33041550,금천동
33041560,용담·명암·산성동
33041570,용암1동
33041580,용암2동
33042310,남이면
33042320,현도면
33042510,사직1동
33042520,사직2동
33042530,사창동
33042540,모충동
33042550,산남동
33042560,분평동
33042570,수곡1동
33042580,수곡2동
33042590,성화·개신·죽림동
33043110,오송읍
33043310,강내면
33043320,옥산면
33043510,운천·신봉동
33043520,복대1동
33043530,복대2동
33043540,가경동
33043550,봉명1동
33043560,봉명2·송정동
33043570,강서1동
33043580,강서2동
33044110,내수읍
33044120,오창읍
33044310,북이면
33044510,오근장동
33044520,우암동
33044530,내덕1동
33044540,내덕2동
33044550,율량·사천동
33520110,보은읍
33520310,속리산면
33520320,장안면
33520330,마로면
33520340,탄부면
33520350,삼승면
33520360,수한면
33520370,회남면
33520380,회인면
33520390,내북면
33520400,산외면
33530110,옥천읍
33530310,동이면
33530320,안남면
33530330,안내면
33530340,청성면
33530350,청산면
33530360,이원면
33530370,군서면
33530380,군북면
33540110,영동읍
33540310,용산면
33540320,황간면
33540330,추풍령면
33540340,매곡면
33540350,상촌면
33540360,양강면
33540370,용화면
33540380,학산면
33540390,양산면
33540400,심천면
33550110,진천읍
33550120,덕산읍
33550320,초평면
33550330,문백면
33550340,백곡면
33550350,이월면
33550360,광혜원면
33560110,괴산읍
33560310,감물면
33560320,장연면
33560330,연풍면
33560340,칠성면
33560350,문광면
33560360,청천면
33560370,청안면
33560380,사리면
33560390,소수면
33560400,불정면
33570110,음성읍
33570120,금왕읍
33570310,소이면
33570320,원남면
33570330,맹동면
33570340,대소면
33570350,삼성면
33570360,생극면
33570370,감곡면
33580110,단양읍
33580120,매포읍
33580310,단성면
33580320,대강면
33580330,가곡면
33580340,영춘면
33580350,어상천면
33580360,적성면
33590140,증평읍
33590310,도안면
34011110,목천읍
34011310,풍세면
34011320,광덕면
34011330,북면
34011340,성남면
34011350,수신면
34011360,병천면
34011370,동면
34011510,중앙동
34011520,문성동
34011530,원성1동
34011540,원성2동
34011550,봉명동
34011560,일봉동
34011570,신방동
34011580,청룡동
34011590,신안동
34012110,성환읍
34012120,성거읍
34012130,직산읍
34012310,입장면
34012510,성정1동
34012520,성정2동
34012530,쌍용1동
34012540,쌍용2동
34012550,쌍용3동
34012580,백석동
34012600,부성1동
34012610,부성2동
34012620,불당1동
34012630,불당2동
34020110,유구읍
34020310,이인면
34020320,탄천면
34020330,계룡면
34020340,반포면
34020360,의당면
34020370,정안면
34020380,우성면
34020390,사곡면
34020400,신풍면
34020510,중학동
34020550,금학동
34020560,옥룡동
34020570,신관동
34020580,웅진동
34020590,월송동
34030110,웅천읍
34030310,주포면
34030320,주교면
34030330,오천면
34030340,천북면
34030350,청소면
34030360,청라면
34030370,남포면
34030380,주산면
34030390,미산면
34030400,성주면
34030510,대천1동
34030520,대천2동
34030530,대천3동
34030540,대천4동
34030560,대천5동
34040110,염치읍
34040120,배방읍
34040310,송악면
34040330,탕정면
34040340,음봉면
34040350,둔포면
34040360,영인면
34040370,인주면
34040380,선장면
34040390,도고면
34040400,신창면
34040510,온양1동
34040520,온양2동
34040530,온양3동
34040540,온양4동
34040550,온양5동
34040560,온양6동
34050110,대산읍
34050310,인지면
34050320,부석면
34050330,팔봉면
34050340,지곡면
34050350,성연면
34050360,음암면
34050370,운산면
34050380,해미면
34050390,고북면
34050510,부춘동
34050520,동문1동
34050530,동문2동
34050540,수석동
34050550,석남동
34060110,강경읍
34060120,연무읍
34060310,성동면
34060320,광석면
34060330,노성면
34060340,상월면
34060350,부적면
34060360,연산면
34060370,벌곡면
34060380,양촌면
34060390,가야곡면
34060400,은진면
34060410,채운면
34060510,취암동
34060520,부창동
34070310,두마면
34070330,엄사면
34070340,신도안면
34070510,금암동
34080110,합덕읍
34080120,송악읍
34080310,고대면
34080320,석문면
34080330,대호지면
34080340,정미면
34080350,면천면
34080360,순성면
34080370,우강면
34080380,신평면
34080390,송산면
34080510,당진1동
34080520,당진2동
34080530,당진3동
34510110,금산읍
34510310,금성면
34510320,제원면
34510330,부리면
34510340,군북면
34510350,남일면
34510360,남이면
34510370,진산면
34510380,복수면
34510390,추부면
34530110,부여읍
34530310,규암면
34530320,은산면
34530330,외산면
34530340,내산면
34530350,구룡면
34530360,홍산면
34530370,옥산면
34530380,남면
34530390,충화면
34530400,양화면
34530410,임천면
34530420,장암면
34530430,세도면
34530440,석성면
34530450,초촌면
34540110,장항읍
34540120,서천읍
34540310,마서면
34540320,화양면
34540330,기산면
34540340,한산면
34540350,마산면
34540360,시초면
34540370,문산면
34540380,판교면
34540390,종천면
34540400,비인면
34540410,서면
34550110,청양읍
34550310,운곡면
34550320,대치면
34550330,정산면
34550340,목면
34550350,청남면
34550360,장평면
34550370,남양면
34550380,화성면
34550390,비봉면
34560110,홍성읍
34560120,광천읍
34560130,홍북읍
34560320,금마면
34560330,홍동면
34560340,장곡면
34560350,은하면
34560360,결성면
34560370,서부면
34560380,갈산면
34560390,구항면
34570110,예산읍
34570120,삽교읍
34570310,대술면
34570320,신양면
34570330,광시면
34570340,대흥면
34570350,응봉면
34570360,덕산면
34570370,봉산면
34570380,고덕면
34570390,신암면
34570400,오가면
34580110,태안읍
34580120,안면읍
34580310,고남면
34580320,남면
34580330,근흥면
34580340,소원면
34580350,원북면
34580360,이원면
35011600,동서학동
35011610,서서학동
35011620,중화산1동
35011630,중화산2동
35011640,평화1동
35011650,평화2동
35011660,서신동
35011670,삼천1동
35011680,삼천2동
35011690,삼천3동
35011700,효자1동
35011710,효자2동
35011720,효자3동
35011740,중앙동
35011750,풍남동
35011760,노송동
35011770,완산동
35011780,효자4동
35011790,효자5동
35012540,인후1동
35012550,인후2동
35012560,인후3동
35012570,덕진동
35012600,팔복동
35012610,우아1동
35012620,우아2동
35012630,호성동
35012650,송천1동
35012660,송천2동
35012670,조촌동
35012690,진북동
35012700,혁신동
35012710,여의동
35012721,금암동
35020110,옥구읍
35020310,옥산면
35020320,회현면
35020330,임피면
35020340,서수면
35020350,대야면
35020360,개정면
35020370,성산면
35020380,나포면
35020390,옥도면
35020400,옥서면
35020510,해신동
35020530,월명동
35020550,신풍동
35020560,삼학동
35020600,중앙동
35020640,흥남동
35020650,조촌동
35020660,경암동
35020670,구암동
35020680,개정동
35020690,수송동
35020700,나운1동
35020710,나운2동
35020720,소룡동
35020730,미성동
35020740,나운3동
35030110,함열읍
35030310,오산면
35030320,황등면
35030330,함라면
35030340,웅포면
35030350,성당면
35030360,용안면
35030370,낭산면
35030380,망성면
35030390,여산면
35030400,금마면
35030410,왕궁면
35030420,춘포면
35030430,삼기면
35030440,용동면
35030510,중앙동
35030530,평화동
35030550,인화동
35030570,동산동
35030580,마동
35030590,남중동
35030610,모현동
35030620,송학동
35030650,신동
35030660,영등1동
35030690,팔봉동
35030700,삼성동
35030710,영등2동
35030720,어양동
35040110,신태인읍
35040310,북면
35040320,입암면
35040330,소성면
35040340,고부면
35040350,영원면
35040360,덕천면
35040370,이평면
35040380,정우면
35040390,태인면
35040400,감곡면
35040410,옹동면
35040420,칠보면
35040430,산내면
35040440,산외면
35040510,수성동
35040520,장명동
35040530,내장상동
35040540,시기동
35040570,연지동
35040580,농소동
35040590,상교동
35040600,초산동
35050110,운봉읍
35050310,주천면
35050320,수지면
35050330,송동면
35050340,주생면
35050350,금지면
35050360,대강면
35050370,대산면
35050380,사매면
35050390,덕과면
35050400,보절면
35050410,산동면
35050420,이백면
35050430,인월면
35050440,아영면
35050450,산내면
35050510,동충동
35050520,죽항동
35050540,노암동
35050550,금동
35050560,왕정동
35050570,향교동
35050590,도통동
35060110,만경읍
35060310,죽산면
35060320,백산면
35060330,용지면
35060340,백구면
35060350,부량면
35060360,공덕면
35060370,청하면
35060380,성덕면
35060390,진봉면
35060400,금구면
35060410,봉남면
35060420,황산면
35060430,금산면
35060440,광활면
35060510,요촌동
35060520,신풍동
35060540,검산동
35060580,교월동
35510110,삼례읍
35510120,봉동읍
35510130,용진읍
35510320,상관면
35510330,이서면
35510340,소양면
35510350,구이면
35510360,고산면
35510370,비봉면
35510380,운주면
35510390,화산면
35510400,동상면
35510410,경천면
35520110,진안읍
35520310,용담면
35520320,안천면
35520330,동향면
35520340,상전면
35520350,백운면
35520360,성수면
35520370,마령면
35520380,부귀면
35520390,정천면
35520400,주천면
35530110,무주읍
35530310,무풍면
35530320,설천면
35530330,적상면
35530340,안성면
35530350,부남면
35540110,장수읍
35540310,산서면
35540320,번암면
35540330,장계면
35540340,천천면
35540350,계남면
35540360,계북면
35550110,임실읍
35550310,청웅면
35550320,운암면
35550330,신평면
35550340,성수면
35550350,오수면
35550360,신덕면
35550370,삼계면
35550380,관촌면
35550390,강진면
35550400,덕치면
35550410,지사면
35560110,순창읍
35560310,인계면
35560320,동계면
35560330,적성면
35560340,유등면
35560350,풍산면
35560360,금과면
35560370,팔덕면
35560380,복흥면
35560390,쌍치면
35560400,구림면
35570110,고창읍
35570310,고수면
35570320,아산면
35570330,무장면
35570340,공음면
35570350,상하면
35570360,해리면
35570370,성송면
35570380,대산면
35570390,심원면
35570400,흥덕면
35570410,성내면
35570420,신림면
35570430,부안면
35580110,부안읍
35580310,주산면
35580320,동진면
35580330,행안면
35580340,계화면
35580350,보안면
35580360,변산면
35580370,진서면
35580380,백산면
35580390,상서면
35580400,하서면
35580410,줄포면
35580420,위도면
36010510,용당1동
36010520,용당2동
36010530,연동
36010550,산정동
36010560,연산동
36010570,원산동
36010580,대성동
36010600,목원동
36010620,동명동
36010630,삼학동
36010640,만호동
36010650,유달동
36010670,죽교동
36010680,북항동
36010690,용해동
36010700,이로동
36010710,상동
36010720,하당동
36010730,신흥동
36010740,삼향동
36010750,옥암동
36010760,부흥동
36010770,부주동
36020110,돌산읍
36020310,소라면
36020320,율촌면
36020330,화양면
36020340,남면
36020350,화정면
36020360,삼산면
36020510,동문동
36020520,한려동
36020530,중앙동
36020540,충무동
36020550,광림동
36020560,서강동
36020570,대교동
36020580,국동
36020590,월호동
36020600,여서동
36020610,문수동
36020620,미평동
36020630,둔덕동
36020640,만덕동
36020650,쌍봉동
36020660,시전동
36020670,여천동
36020680,주삼동
36020690,삼일동
36020700,묘도동
36030110,승주읍
36030310,주암면
36030320,송광면
36030330,외서면
36030340,낙안면
36030350,별량면
36030360,상사면
36030370,해룡면
36030380,서면
36030390,황전면
36030400,월등면
36030510,향동
36030540,매곡동
36030550,삼산동
36030560,조곡동
36030570,덕연동
36030580,풍덕동
36030590,남제동
36030600,저전동
36030610,장천동
36030620,중앙동
36030630,도사동
36030660,왕조1동
36030670,왕조2동
36040110,남평읍
36040310,세지면
36040320,왕곡면
36040330,반남면
36040340,공산면
36040350,동강면
36040360,다시면
36040370,문평면
36040380,노안면
36040390,금천면
36040400,산포면
36040410,다도면
36040420,봉황면
36040510,송월동
36040520,영강동
36040540,금남동
36040550,성북동
36040580,영산동
36040600,이창동
36040610,빛가람동
36060110,광양읍
36060310,봉강면
36060320,옥룡면
36060330,옥곡면
36060340,진상면
36060350,진월면
36060360,다압면
36060510,골약동
36060530,중마동
36060540,광영동
36060550,태인동
36060560,금호동
36510110,담양읍
36510310,봉산면
36510320,고서면
36510340,창평면
36510350,대덕면
36510360,무정면
36510370,금성면
36510380,용면
36510390,월산면
36510400,수북면
36510410,대전면
36510420,가사문학면
36520110,곡성읍
36520310,오곡면
36520320,삼기면
36520330,석곡면
36520340,목사동면
36520350,죽곡면
36520360,고달면
36520370,옥과면
36520380,입면
36520390,겸면
36520400,오산면
36530110,구례읍
36530310,문척면
36530320,간전면
36530330,토지면
36530340,마산면
36530350,광의면
36530360,용방면
36530370,산동면
36550110,고흥읍
36550120,도양읍
36550310,풍양면
36550320,도덕면
36550330,금산면
36550340,도화면
36550350,포두면
36550360,봉래면
36550370,동일면
36550380,점암면
36550390,영남면
36550400,과역면
36550410,남양면
36550420,동강면
36550430,대서면
36550440,두원면
36560110,보성읍
36560120,벌교읍
36560310,노동면
36560320,미력면
36560330,겸백면
36560340,율어면
36560350,복내면
36560360,문덕면
36560370,조성면
36560380,득량면
36560390,회천면
36560400,웅치면
36570111,화순읍
36570310,한천면
36570320,춘양면
36570330,청풍면
36570340,이양면
36570350,능주면
36570360,도곡면
36570370,도암면
36570380,이서면
36570400,동복면
36570420,동면
36570430,백아면
36570440,사평면
36580110,장흥읍
36580120,관산읍
36580130,대덕읍
36580310,용산면
36580320,안양면
36580330,장동면
36580340,장평면
36580350,유치면
36580360,부산면
36580370,회진면
36590110,강진읍
36590310,군동면
36590320,칠량면
36590330,대구면
36590340,마량면
36590350,도암면
36590360,신전면
36590370,성전면
36590380,작천면
36590390,병영면
36590400,옴천면
36600110,해남읍
36600310,삼산면
36600320,화산면
36600330,현산면
36600340,송지면
36600350,북평면
36600360,북일면
36600370,옥천면
36600380,계곡면
36600390,마산면
36600400,황산면
36600410,산이면
36600420,문내면
36600430,화원면
36610110,영암읍
36610120,삼호읍
36610310,덕진면
36610320,금정면
36610330,신북면
36610340,시종면
36610350,도포면
36610360,군서면
36610370,서호면
36610380,학산면
36610390,미암면
36620110,무안읍
36620120,일로읍
36620130,삼향읍
36620320,몽탄면
36620330,청계면
36620340,현경면
36620350,망운면
36620360,해제면
36620370,운남면
36630110,함평읍
36630310,손불면
36630320,신광면
36630330,학교면
36630340,엄다면
36630350,대동면
36630360,나산면
36630370,해보면
36630380,월야면
36640110,영광읍
36640120,백수읍
36640130,홍농읍
36640310,대마면
36640320,묘량면
36640330,불갑면
36640340,군서면
36640350,군남면
36640360,염산면
36640370,법성면
36640380,낙월면
36650110,장성읍
36650310,진원면
36650320,남면
36650330,동화면
36650340,삼서면
36650350,삼계면
36650360,황룡면
36650370,서삼면
36650380,북일면
36650390,북이면
36650400,북하면
36660110,완도읍
36660120,금일읍
36660130,노화읍
36660310,군외면
36660320,신지면
36660330,고금면
36660340,약산면
36660350,청산면
36660360,소안면
36660370,금당면
36660380,보길면
36660390,생일면
36670110,진도읍
36670310,군내면
36670320,고군면
36670330,의신면
36670340,임회면
36670350,지산면
36670360,조도면
36680110,지도읍
36680120,압해읍
36680310,증도면
36680320,임자면
36680330,자은면
36680340,비금면
36680350,도초면
36680360,흑산면
36680370,하의면
36680380,신의면
36680390,장산면
36680400,안좌면
36680410,팔금면
36680420,암태면
37011110,구룡포읍
37011120,연일읍
37011130,오천읍
37011310,대송면
37011320,동해면
37011330,장기면
37011350,호미곶면
37011550,송도동
37011560,청림동
37011570,제철동
37011580,효곡동
37011590,대이동
37011600,상대동
37011610,해도동
37012110,흥해읍
37012310,신광면
37012320,청하면
37012330,송라면
37012340,기계면
37012350,죽장면
37012360,기북면
37012580,양학동
37012610,용흥동
37012630,우창동
37012640,두호동
37012650,장량동
37012660,환여동
37012670,중앙동
37012680,죽도동
37020110,감포읍
37020120,안강읍
37020130,건천읍
37020140,외동읍
37020320,양남면
37020330,내남면
37020340,산내면
37020350,서면
37020360,현곡면
37020370,강동면
37020380,천북면
37020390,문무대왕면
37020510,중부동
37020550,성건동
37020580,월성동
37020590,선도동
37020620,용강동
37020630,황성동
37020640,동천동
37020660,불국동
37020670,보덕동
37020680,황오동
37020690,황남동
37030110,아포읍
37030310,농소면
37030320,남면
37030330,개령면
37030340,감문면
37030350,어모면
37030360,봉산면
37030370,대항면
37030380,감천면
37030390,조마면
37030400,구성면
37030410,지례면
37030420,부항면
37030430,대덕면
37030440,증산면
37030550,양금동
37030560,대신동
37030580,대곡동
37030590,지좌동
37030600,자산동
37030610,평화남산동
37030620,율곡동
37040110,풍산읍
37040310,와룡면
37040320,북후면
37040330,서후면
37040340,풍천면
37040350,일직면
37040360,남후면
37040370,남선면
